customerID,Contract,PaymentMethod,tenure,InternetService,OnlineSecurity,TechSupport,MonthlyCharges,Churn,churn_probability,predicted_churn,risk_tier
6704-UTUKK,Month-to-month,Electronic check,29,DSL,No,No,45.9,No,0.36,No,Medium
4587-VVTOX,Month-to-month,Electronic check,6,Fiber optic,No,No,105.3,Yes,0.81,Yes,Critical
2019-HDCZY,Two year,Electronic check,63,Fiber optic,No,No,102.6,No,0.13,No,Low
4652-NNHNY,Month-to-month,Bank transfer (automatic),16,Fiber optic,No,No,73.85,Yes,0.8,Yes,Critical
8788-DOXSU,One year,Bank transfer (automatic),59,DSL,No,No,61.35,No,0.0,No,Low
7404-JLKQG,Month-to-month,Electronic check,3,DSL,No,No,57.55,No,0.39,No,Medium
7421-ZLUPA,Month-to-month,Mailed check,8,DSL,No,No,29.25,No,0.11,No,Low
8972-HJWNV,Month-to-month,Electronic check,7,Fiber optic,No,No,84.55,Yes,0.98,Yes,Critical
3274-NSDWE,Two year,Credit card (automatic),68,No,No internet service,No internet service,19.6,No,0.0,No,Low
2632-IVXVF,Two year,Credit card (automatic),68,Fiber optic,Yes,Yes,111.75,No,0.03,No,Low
3692-JHONH,One year,Electronic check,52,Fiber optic,No,No,106.5,No,0.12,No,Low
8915-NNTRC,Two year,Credit card (automatic),72,Fiber optic,Yes,Yes,107.7,No,0.03,No,Low
5914-GXMDA,One year,Mailed check,32,No,No internet service,No internet service,19.3,No,0.0,No,Low
7463-IFMQU,Two year,Bank transfer (automatic),72,No,No internet service,No internet service,20.05,No,0.0,No,Low
2920-RNCEZ,Month-to-month,Credit card (automatic),1,Fiber optic,No,No,69.95,No,0.3,No,Medium
2541-YGPKE,One year,Credit card (automatic),42,DSL,Yes,Yes,63.7,No,0.05,No,Low
8515-OCTJS,Two year,Credit card (automatic),25,No,No internet service,No internet service,24.75,Yes,0.67,Yes,High
5382-TEMLV,Month-to-month,Bank transfer (automatic),45,DSL,Yes,No,50.9,No,0.08,No,Low
3441-CGZJH,One year,Credit card (automatic),43,DSL,Yes,Yes,60.4,No,0.01,No,Low
9592-ERDKV,One year,Mailed check,37,DSL,Yes,No,79.25,No,0.03,No,Low
2860-RANUS,Month-to-month,Credit card (automatic),20,Fiber optic,No,No,85.8,Yes,0.58,Yes,High
5261-QSHQM,Month-to-month,Electronic check,4,DSL,No,No,24.45,Yes,0.87,Yes,Critical
4778-IZARL,Two year,Credit card (automatic),63,Fiber optic,Yes,Yes,110.1,No,0.05,No,Low
0432-CAJZV,Month-to-month,Mailed check,3,Fiber optic,No,No,90.7,No,0.63,Yes,High
7008-LZVOZ,Two year,Credit card (automatic),66,No,No internet service,No internet service,25.3,No,0.0,No,Low
8868-WOZGU,Month-to-month,Electronic check,28,Fiber optic,No,No,105.7,Yes,0.9,Yes,Critical
1200-TUZHR,Month-to-month,Electronic check,8,Fiber optic,No,No,85.2,No,0.29,No,Low
9365-CSLBQ,Two year,Mailed check,71,No,No internet service,No internet service,24.35,No,0.0,No,Low
1334-FJSVR,Month-to-month,Electronic check,1,DSL,No,No,24.25,Yes,0.8,Yes,Critical
5884-FBCTL,Two year,Bank transfer (automatic),72,No,No internet service,No internet service,25.1,No,0.0,No,Low
7130-CTCUS,Month-to-month,Bank transfer (automatic),16,DSL,Yes,No,54.55,No,0.24,No,Low
6242-FEGFD,Two year,Mailed check,66,Fiber optic,Yes,Yes,96.6,No,0.01,No,Low
7625-XCQRH,Month-to-month,Electronic check,11,Fiber optic,No,No,76.5,Yes,0.83,Yes,Critical
6194-HBGQN,One year,Credit card (automatic),51,DSL,Yes,Yes,81.15,No,0.06,No,Low
7634-WSWDB,Month-to-month,Electronic check,8,DSL,Yes,No,38.5,No,0.06,No,Low
6986-IXNDM,Month-to-month,Electronic check,14,Fiber optic,No,No,92.9,No,0.23,No,Low
1731-TVIUK,Month-to-month,Electronic check,4,Fiber optic,No,Yes,93.5,Yes,0.71,Yes,High
2987-BJXIK,Two year,Mailed check,70,DSL,Yes,No,84.7,No,0.0,No,Low
9769-TSBZE,Two year,Electronic check,70,DSL,Yes,Yes,66.0,No,0.0,No,Low
0406-BPDVR,One year,Credit card (automatic),54,Fiber optic,No,No,101.5,Yes,0.68,Yes,High
0618-XWMSS,Month-to-month,Bank transfer (automatic),28,Fiber optic,Yes,No,74.9,Yes,0.68,Yes,High
1395-WSWXR,Two year,Mailed check,24,No,No internet service,No internet service,20.75,No,0.0,No,Low
6023-GSSXW,Two year,Credit card (automatic),69,DSL,No,No,61.45,No,0.0,No,Low
6752-APNJL,Month-to-month,Mailed check,42,DSL,Yes,No,54.5,No,0.04,No,Low
5276-KQWHG,Month-to-month,Electronic check,2,Fiber optic,No,No,69.6,Yes,0.84,Yes,Critical
0420-HLGXF,Month-to-month,Electronic check,39,Fiber optic,No,No,99.75,No,0.13,No,Low
7446-KQISO,Two year,Bank transfer (automatic),45,Fiber optic,No,Yes,109.75,No,0.13,No,Low
9823-EALYC,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,80.85,No,0.01,No,Low
0582-AVCLN,Two year,Mailed check,38,No,No internet service,No internet service,20.3,No,0.0,No,Low
5803-NQJZO,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,67.8,No,0.0,No,Low
2565-JSLRY,Month-to-month,Mailed check,1,No,No internet service,No internet service,24.05,Yes,0.59,Yes,High
2607-DHDAK,Two year,Credit card (automatic),72,No,No internet service,No internet service,19.8,No,0.0,No,Low
1073-XXCZD,Two year,Bank transfer (automatic),55,No,No internet service,No internet service,25.7,No,0.01,No,Low
0743-HRVFF,One year,Electronic check,51,DSL,No,Yes,56.15,No,0.14,No,Low
4006-HKYHO,Two year,Bank transfer (automatic),63,DSL,Yes,Yes,86.7,No,0.0,No,Low
3727-JEZTU,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.4,No,0.03666666666666667,No,Low
8143-ETQTI,Two year,Mailed check,23,No,No internet service,No internet service,19.65,No,0.0,No,Low
6689-KXGBO,Month-to-month,Electronic check,1,DSL,No,No,50.55,Yes,0.72,Yes,High
9667-TKTVZ,Month-to-month,Mailed check,2,DSL,No,Yes,54.35,No,0.25,No,Low
3657-COGMW,Month-to-month,Credit card (automatic),52,Fiber optic,Yes,No,108.1,No,0.1,No,Low
8570-KLJYJ,One year,Mailed check,36,DSL,Yes,No,54.45,No,0.01,No,Low
7754-IXRMC,Month-to-month,Mailed check,1,DSL,No,No,45.35,No,0.04,No,Low
9473-CBZOP,One year,Mailed check,28,DSL,Yes,No,59.0,No,0.04,No,Low
2969-WGHQO,One year,Electronic check,7,DSL,Yes,No,69.45,No,0.17,No,Low
6615-NGGZJ,Month-to-month,Electronic check,14,Fiber optic,No,No,100.55,Yes,0.91,Yes,Critical
4334-HOWRP,Two year,Credit card (automatic),72,DSL,Yes,Yes,64.95,No,0.0,No,Low
4255-DDUOU,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.5,Yes,0.77,Yes,Critical
5863-OOKCL,Month-to-month,Mailed check,10,No,No internet service,No internet service,18.85,No,0.07,No,Low
1686-STUHN,One year,Bank transfer (automatic),42,No,No internet service,No internet service,19.8,No,0.0,No,Low
1329-VHWNP,Month-to-month,Bank transfer (automatic),7,DSL,No,No,25.05,No,0.09,No,Low
2984-MIIZL,Month-to-month,Bank transfer (automatic),4,Fiber optic,No,No,74.8,Yes,0.78,Yes,Critical
0266-GMEAO,Two year,Credit card (automatic),72,Fiber optic,Yes,Yes,114.3,No,0.0,No,Low
5590-YRFJT,Month-to-month,Electronic check,20,DSL,No,No,24.45,Yes,0.78,Yes,Critical
5574-NXZIU,Two year,Credit card (automatic),63,Fiber optic,Yes,Yes,109.2,No,0.26,No,Low
0019-GFNTW,Two year,Bank transfer (automatic),56,DSL,Yes,Yes,45.05,No,0.0,No,Low
4256-ZWTZI,Month-to-month,Mailed check,5,DSL,No,Yes,51.0,No,0.41,No,Medium
8309-PPCED,Two year,Bank transfer (automatic),72,Fiber optic,No,Yes,110.45,No,0.0,No,Low
4098-NAUKP,Month-to-month,Electronic check,68,Fiber optic,No,No,84.65,No,0.2,No,Low
5196-WPYOW,One year,Mailed check,67,DSL,Yes,Yes,60.05,No,0.02,No,Low
4608-LCIMN,Month-to-month,Bank transfer (automatic),8,DSL,No,No,44.65,No,0.08,No,Low
1485-YDHMM,Month-to-month,Bank transfer (automatic),52,Fiber optic,No,Yes,93.25,No,0.07,No,Low
4054-CUMIA,Month-to-month,Mailed check,18,No,No internet service,No internet service,20.25,No,0.05,No,Low
0603-TPMIB,Two year,Mailed check,59,No,No internet service,No internet service,25.45,No,0.0,No,Low
2525-GVKQU,Two year,Mailed check,60,No,No internet service,No internet service,20.6,No,0.1,No,Low
8161-QYMTT,Month-to-month,Electronic check,7,Fiber optic,No,No,94.1,No,0.92,Yes,Critical
9581-GVBXT,One year,Mailed check,59,DSL,Yes,No,34.8,No,0.05,No,Low
5862-BRIXZ,Two year,Bank transfer (automatic),46,DSL,Yes,Yes,60.75,No,0.02,No,Low
5404-GGUKR,Month-to-month,Electronic check,5,DSL,No,No,51.35,No,0.12,No,Low
3308-JSGML,Two year,Credit card (automatic),59,DSL,Yes,Yes,64.05,No,0.01,No,Low
2126-GSEGL,Two year,Bank transfer (automatic),70,DSL,No,Yes,84.8,No,0.0,No,Low
3677-TNKIO,Month-to-month,Credit card (automatic),14,Fiber optic,No,No,71.0,Yes,0.76,Yes,Critical
0440-QEXBZ,Month-to-month,Mailed check,44,DSL,No,No,50.15,No,0.07,No,Low
2434-EEVDB,Two year,Credit card (automatic),64,Fiber optic,Yes,No,94.6,No,0.01,No,Low
6762-QVYJO,Two year,Mailed check,58,DSL,Yes,Yes,59.75,No,0.0,No,Low
6199-IWKGC,One year,Electronic check,46,Fiber optic,No,Yes,100.25,No,0.05,No,Low
2675-DHUTR,Month-to-month,Electronic check,58,Fiber optic,No,No,98.9,No,0.22,No,Low
8152-VETUR,Two year,Credit card (automatic),72,Fiber optic,No,No,97.7,No,0.09,No,Low
9667-EQRXU,Month-to-month,Electronic check,30,DSL,No,No,40.3,Yes,0.7,Yes,High
7446-YPODE,Month-to-month,Bank transfer (automatic),11,DSL,Yes,No,60.25,No,0.11,No,Low
9522-BNTHX,Month-to-month,Electronic check,34,DSL,No,No,56.25,No,0.19,No,Low
4676-WLUHT,Two year,Bank transfer (automatic),54,DSL,Yes,No,46.2,No,0.02,No,Low
3329-WDIOK,Month-to-month,Electronic check,3,DSL,No,No,50.6,Yes,0.81,Yes,Critical
7980-MHFLQ,Two year,Mailed check,72,No,No internet service,No internet service,24.9,No,0.0,No,Low
2873-ZLIWT,Month-to-month,Electronic check,40,Fiber optic,No,Yes,84.85,Yes,0.86,Yes,Critical
3415-TAILE,Month-to-month,Mailed check,2,DSL,No,No,65.7,Yes,0.76,Yes,Critical
0757-WCUUZ,Two year,Credit card (automatic),54,DSL,No,No,63.35,No,0.01,No,Low
1629-DQQVB,Month-to-month,Bank transfer (automatic),14,DSL,Yes,No,50.1,No,0.11,No,Low
1915-IOFGU,Month-to-month,Electronic check,1,Fiber optic,No,No,70.5,Yes,0.83,Yes,Critical
3045-XETSH,Month-to-month,Electronic check,10,Fiber optic,No,No,94.85,Yes,0.78,Yes,Critical
0374-AACSZ,Month-to-month,Electronic check,1,DSL,Yes,No,50.15,No,0.06,No,Low
7239-HZZCX,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.75,Yes,0.6896904761904762,Yes,High
4872-VXRIL,One year,Bank transfer (automatic),56,DSL,Yes,Yes,64.65,No,0.01,No,Low
9140-CZQZZ,Two year,Bank transfer (automatic),68,DSL,Yes,Yes,79.6,No,0.0,No,Low
3423-HHXAO,One year,Mailed check,14,No,No internet service,No internet service,19.5,No,0.11,No,Low
9938-TKDGL,Two year,Electronic check,68,Fiber optic,Yes,Yes,99.55,No,0.02,No,Low
0531-ZZJWQ,Month-to-month,Electronic check,55,Fiber optic,No,No,74.0,No,0.52,Yes,Medium
6537-QLGEX,Month-to-month,Electronic check,16,DSL,Yes,No,38.9,No,0.23,No,Low
2688-BHGOG,Month-to-month,Electronic check,9,Fiber optic,No,No,79.55,No,0.34,No,Medium
7683-CBDKJ,Month-to-month,Electronic check,14,DSL,Yes,No,65.45,Yes,0.71,Yes,High
0946-CLJTI,Month-to-month,Electronic check,58,Fiber optic,No,No,98.7,Yes,0.88,Yes,Critical
3160-TYXLT,Month-to-month,Bank transfer (automatic),53,DSL,Yes,No,46.3,No,0.06,No,Low
1325-USMEC,Two year,Credit card (automatic),70,Fiber optic,Yes,No,99.35,No,0.01,No,Low
0916-QOFDP,Month-to-month,Electronic check,14,Fiber optic,No,No,95.8,No,0.27,No,Low
0628-CNQRM,One year,Bank transfer (automatic),22,DSL,Yes,Yes,67.5,Yes,0.06,No,Low
5606-AMZBO,Month-to-month,Credit card (automatic),10,Fiber optic,Yes,No,78.15,No,0.6,Yes,High
6199-IPCAO,Two year,Mailed check,29,No,No internet service,No internet service,26.1,No,0.0,No,Low
7665-TOALD,Month-to-month,Electronic check,1,Fiber optic,No,No,69.6,Yes,0.99,Yes,Critical
0112-QWPNC,One year,Electronic check,49,DSL,Yes,Yes,84.35,Yes,0.64,Yes,High
0324-BRPCJ,Month-to-month,Electronic check,68,Fiber optic,No,No,100.2,Yes,0.7,Yes,High
2777-PHDEI,Month-to-month,Electronic check,1,Fiber optic,No,No,78.05,Yes,0.97,Yes,Critical
5640-CAXOA,One year,Credit card (automatic),30,DSL,No,Yes,40.35,No,0.07,No,Low
2235-EZAIK,Two year,Credit card (automatic),72,DSL,Yes,Yes,79.2,No,0.03,No,Low
3847-BAERP,Month-to-month,Mailed check,10,No,No internet service,No internet service,20.9,No,0.0,No,Low
1196-AMORA,Month-to-month,Electronic check,7,Fiber optic,No,No,73.6,Yes,0.72,Yes,High
4282-YMKNA,Month-to-month,Electronic check,9,Fiber optic,No,No,74.75,Yes,0.84,Yes,Critical
1453-RZFON,Month-to-month,Mailed check,1,DSL,Yes,No,49.9,No,0.13,No,Low
8263-OKETD,Month-to-month,Credit card (automatic),20,DSL,No,Yes,68.9,No,0.08,No,Low
0670-KDOMA,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.25,No,0.5331666666666667,Yes,Medium
2476-YGEFM,Month-to-month,Credit card (automatic),29,Fiber optic,No,No,76.0,No,0.2,No,Low
8687-BAFGU,Month-to-month,Electronic check,1,Fiber optic,No,Yes,74.0,No,0.18,No,Low
0641-EVBOJ,Month-to-month,Mailed check,3,Fiber optic,Yes,Yes,82.3,No,0.12,No,Low
0829-XXPLX,Month-to-month,Bank transfer (automatic),20,Fiber optic,Yes,No,89.4,No,0.12,No,Low
9974-JFBHQ,Month-to-month,Credit card (automatic),64,Fiber optic,No,Yes,99.15,No,0.07,No,Low
5356-RHIPP,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.2,Yes,0.925,Yes,Critical
6624-JDRDS,Month-to-month,Bank transfer (automatic),6,DSL,Yes,No,29.45,No,0.02,No,Low
0608-JDVEC,Two year,Electronic check,50,No,No internet service,No internet service,19.8,No,0.0,No,Low
9780-FKVVF,Month-to-month,Bank transfer (automatic),6,DSL,Yes,No,59.15,No,0.07,No,Low
1919-RTPQD,Month-to-month,Electronic check,7,DSL,No,No,44.75,No,0.15,No,Low
5214-NLTIT,Two year,Credit card (automatic),72,Fiber optic,No,No,90.8,No,0.03,No,Low
3345-PBBFH,Month-to-month,Bank transfer (automatic),8,DSL,No,No,49.55,No,0.07,No,Low
5055-BRMNE,Two year,Credit card (automatic),67,Fiber optic,Yes,Yes,106.7,No,0.03,No,Low
9189-JWSHV,Month-to-month,Electronic check,24,Fiber optic,No,No,93.55,Yes,0.82,Yes,Critical
2190-PHBHR,Two year,Credit card (automatic),72,Fiber optic,Yes,No,94.45,No,0.04,No,Low
2650-GYRYL,One year,Bank transfer (automatic),33,No,No internet service,No internet service,19.45,No,0.01,No,Low
0746-JTRFU,Month-to-month,Electronic check,2,DSL,No,No,25.05,Yes,0.93,Yes,Critical
5208-FVQKB,Two year,Mailed check,70,DSL,Yes,Yes,67.95,No,0.0,No,Low
7184-LRUUR,One year,Bank transfer (automatic),22,DSL,No,No,65.25,No,0.03,No,Low
6627-CFOSN,Month-to-month,Bank transfer (automatic),59,Fiber optic,Yes,No,99.45,No,0.09,No,Low
3982-JGSFD,One year,Credit card (automatic),36,No,No internet service,No internet service,20.35,No,0.0,No,Low
1574-DYCWE,Two year,Mailed check,51,No,No internet service,No internet service,19.95,No,0.0,No,Low
7247-XOZPB,One year,Bank transfer (automatic),53,DSL,Yes,Yes,77.4,No,0.03,No,Low
2466-FCCPT,One year,Bank transfer (automatic),20,No,No internet service,No internet service,19.7,No,0.04,No,Low
6211-WWLTF,Two year,Credit card (automatic),63,Fiber optic,Yes,No,99.7,No,0.07,No,Low
4826-TZEVA,Month-to-month,Credit card (automatic),40,Fiber optic,No,No,74.8,No,0.18,No,Low
6016-NXBNJ,One year,Mailed check,35,No,No internet service,No internet service,19.15,No,0.01,No,Low
9138-EFSMO,One year,Bank transfer (automatic),26,Fiber optic,No,No,78.95,No,0.12,No,Low
0576-WNXXC,Month-to-month,Electronic check,27,Fiber optic,No,No,95.55,Yes,0.73,Yes,High
4632-XJMEX,One year,Credit card (automatic),53,DSL,Yes,Yes,62.85,No,0.02,No,Low
8910-LEDAG,Month-to-month,Credit card (automatic),34,Fiber optic,No,No,71.55,No,0.09,No,Low
3452-GWUIN,Month-to-month,Electronic check,19,Fiber optic,No,No,94.95,No,0.12,No,Low
2716-GFZOR,Month-to-month,Credit card (automatic),43,Fiber optic,Yes,No,86.1,No,0.08,No,Low
3724-UCSHY,Month-to-month,Mailed check,6,No,No internet service,No internet service,19.55,No,0.01,No,Low
8626-XHBIE,Two year,Mailed check,56,No,No internet service,No internet service,24.8,No,0.0,No,Low
4628-CTTLA,Month-to-month,Electronic check,57,DSL,No,No,39.3,Yes,0.8,Yes,Critical
3192-LNKRK,Month-to-month,Mailed check,34,Fiber optic,No,No,84.05,No,0.21,No,Low
4439-YRNVD,Month-to-month,Electronic check,10,DSL,No,Yes,36.25,No,0.03,No,Low
2876-VBBBL,Month-to-month,Mailed check,1,No,No internet service,No internet service,20.25,Yes,0.5331666666666667,Yes,Medium
6834-NXDCA,Month-to-month,Electronic check,13,DSL,No,No,23.9,Yes,0.65,Yes,High
2208-UGTGR,Month-to-month,Electronic check,56,Fiber optic,No,No,98.6,No,0.08,No,Low
3005-TYFRD,Month-to-month,Credit card (automatic),55,Fiber optic,No,No,103.65,No,0.36,No,Medium
8670-MEFCP,Two year,Credit card (automatic),36,DSL,Yes,Yes,92.9,No,0.01,No,Low
3079-BCHLN,One year,Bank transfer (automatic),47,No,No internet service,No internet service,19.9,No,0.0,No,Low
7777-UNYHB,Month-to-month,Credit card (automatic),12,No,No internet service,No internet service,20.1,No,0.04,No,Low
5597-GLBUC,Month-to-month,Electronic check,1,Fiber optic,No,No,85.45,Yes,0.92,Yes,Critical
7278-CKDNC,Month-to-month,Electronic check,24,Fiber optic,No,No,80.5,No,0.88,Yes,Critical
2748-MYRVK,One year,Bank transfer (automatic),63,Fiber optic,No,No,99.9,Yes,0.12,No,Low
8450-UYIBU,Month-to-month,Electronic check,35,DSL,No,No,39.85,No,0.27,No,Low
2969-VAPYH,One year,Credit card (automatic),67,DSL,Yes,Yes,60.5,No,0.0,No,Low
4822-YCXMX,Month-to-month,Electronic check,25,Fiber optic,No,No,84.8,Yes,0.92,Yes,Critical
7181-OQCUT,Month-to-month,Mailed check,21,Fiber optic,Yes,No,103.85,No,0.53,Yes,Medium
8474-UMLNT,Month-to-month,Bank transfer (automatic),13,DSL,Yes,Yes,67.8,No,0.03,No,Low
9821-POOTN,Month-to-month,Electronic check,35,Fiber optic,No,No,75.2,Yes,0.78,Yes,Critical
3836-FZSDJ,Two year,Bank transfer (automatic),71,No,No internet service,No internet service,24.85,No,0.0,No,Low
9142-XMYJH,Month-to-month,Credit card (automatic),29,No,No internet service,No internet service,19.35,No,0.04,No,Low
6559-ILWKJ,Two year,Electronic check,71,DSL,No,No,49.35,Yes,0.62,Yes,High
0187-QSXOE,Month-to-month,Electronic check,7,Fiber optic,No,No,89.0,No,0.32,No,Medium
7733-UDMTP,Month-to-month,Electronic check,57,DSL,No,No,55.0,No,0.46,No,Medium
2649-HWLYB,Two year,Bank transfer (automatic),65,DSL,Yes,Yes,76.15,No,0.05,No,Low
5214-CHIWJ,One year,Mailed check,27,No,No internet service,No internet service,20.3,No,0.0,No,Low
4229-CZMLL,Month-to-month,Electronic check,6,Fiber optic,No,No,74.9,Yes,0.68,Yes,High
6904-JLBGY,Two year,Credit card (automatic),72,Fiber optic,Yes,Yes,117.35,No,0.01,No,Low
2465-BLLEU,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.75,No,0.255,No,Low
1685-VAYJF,Month-to-month,Credit card (automatic),11,DSL,No,No,45.2,No,0.09,No,Low
8874-EJNSR,Two year,Mailed check,39,No,No internet service,No internet service,25.2,No,0.0,No,Low
6917-YACBP,Month-to-month,Electronic check,59,Fiber optic,Yes,No,89.75,No,0.03,No,Low
5049-MUBWG,One year,Bank transfer (automatic),26,DSL,Yes,Yes,75.0,No,0.04,No,Low
4223-WOZCM,Month-to-month,Mailed check,2,DSL,No,No,49.95,No,0.68,Yes,High
0769-MURVM,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,65.7,No,0.0,No,Low
9253-VIFJQ,One year,Credit card (automatic),65,DSL,Yes,No,67.05,No,0.14,No,Low
7030-FZTFM,Two year,Credit card (automatic),72,Fiber optic,No,Yes,110.9,No,0.01,No,Low
9741-YLNTD,Month-to-month,Bank transfer (automatic),6,Fiber optic,No,Yes,87.95,No,0.54,Yes,Medium
5917-RYRMG,One year,Credit card (automatic),32,No,No internet service,No internet service,19.8,No,0.01,No,Low
5120-ZBLAI,One year,Bank transfer (automatic),50,DSL,No,No,75.7,No,0.02,No,Low
1194-BHJYC,Two year,Mailed check,61,DSL,Yes,Yes,62.15,No,0.0,No,Low
3663-MITLP,Month-to-month,Electronic check,15,Fiber optic,No,No,101.25,Yes,0.81,Yes,Critical
0906-QVPMS,Two year,Bank transfer (automatic),72,Fiber optic,Yes,Yes,115.15,No,0.0,No,Low
9025-ZRPVR,Month-to-month,Mailed check,9,No,No internet service,No internet service,18.95,Yes,0.04,No,Low
1905-OEILC,Month-to-month,Mailed check,1,No,No internet service,No internet service,19.5,No,0.46716666666666673,No,Medium
7858-GTZSP,Month-to-month,Electronic check,12,Fiber optic,No,No,86.55,No,0.22,No,Low
3285-UCQVC,Month-to-month,Credit card (automatic),37,DSL,No,Yes,28.6,Yes,0.63,Yes,High
6248-BSHKG,One year,Mailed check,61,No,No internet service,No internet service,20.4,No,0.01,No,Low
4685-TFLLS,One year,Bank transfer (automatic),18,No,No internet service,No internet service,19.8,No,0.0,No,Low
3470-BTGQO,Month-to-month,Mailed check,21,DSL,No,No,45.65,No,0.04,No,Low
1209-VFFOC,Two year,Mailed check,68,DSL,Yes,Yes,56.4,No,0.0,No,Low
8224-DWCKX,Month-to-month,Credit card (automatic),12,Fiber optic,No,No,73.3,No,0.13,No,Low
5482-PLVPE,Month-to-month,Electronic check,2,DSL,No,No,24.35,Yes,0.89,Yes,Critical
4553-DVPZG,Month-to-month,Electronic check,62,Fiber optic,No,No,101.35,No,0.09,No,Low
4902-OHLSK,Month-to-month,Electronic check,29,Fiber optic,No,Yes,98.65,Yes,0.88,Yes,Critical
6917-IAYHD,Month-to-month,Mailed check,1,DSL,No,Yes,33.6,No,0.17,No,Low
0495-ZBNGW,Month-to-month,Bank transfer (automatic),5,Fiber optic,No,No,79.9,Yes,0.93,Yes,Critical
8620-RJPZN,Month-to-month,Electronic check,1,No,No internet service,No internet service,20.7,No,0.13583333333333333,No,Low
7572-KPVKK,Two year,Electronic check,62,Fiber optic,No,Yes,104.05,No,0.35,No,Medium
2642-MAWLJ,Two year,Bank transfer (automatic),36,No,No internet service,No internet service,20.25,No,0.0,No,Low
2357-COQEK,Month-to-month,Electronic check,28,Fiber optic,No,Yes,103.3,Yes,0.77,Yes,Critical
7103-ZGVNT,One year,Credit card (automatic),69,DSL,Yes,Yes,73.7,No,0.0,No,Low
3737-GCSPV,Month-to-month,Credit card (automatic),11,Fiber optic,Yes,Yes,96.2,Yes,0.85,Yes,Critical
2027-WKXMW,Month-to-month,Electronic check,63,Fiber optic,No,Yes,108.75,No,0.08,No,Low
7137-NAXML,One year,Bank transfer (automatic),23,No,No internet service,No internet service,20.15,No,0.03,No,Low
2428-ZMCTB,Month-to-month,Credit card (automatic),10,No,No internet service,No internet service,19.75,No,0.02,No,Low
2961-VNFKL,Two year,Credit card (automatic),71,No,No internet service,No internet service,25.95,No,0.01,No,Low
1768-HNVGJ,Month-to-month,Electronic check,45,DSL,Yes,Yes,70.05,No,0.03,No,Low
6963-KQYQB,Two year,Mailed check,70,No,No internet service,No internet service,24.05,No,0.0,No,Low
5934-RMPOV,Month-to-month,Electronic check,22,Fiber optic,No,No,84.75,No,0.27,No,Low
1207-BLKSA,Two year,Mailed check,52,No,No internet service,No internet service,23.05,No,0.0,No,Low
4088-YLDSU,One year,Electronic check,55,Fiber optic,No,Yes,104.15,Yes,0.78,Yes,Critical
8316-BBQAY,Two year,Credit card (automatic),65,DSL,Yes,Yes,59.95,No,0.02,No,Low
1166-PQLGG,Two year,Bank transfer (automatic),72,No,No internet service,No internet service,19.55,No,0.0,No,Low
3146-JTQHR,One year,Bank transfer (automatic),10,No,No internet service,No internet service,19.6,No,0.03,No,Low
4291-YZODP,One year,Mailed check,7,No,No internet service,No internet service,20.05,No,0.0,No,Low
4395-PZMSN,Month-to-month,Electronic check,5,Fiber optic,No,No,85.55,No,0.27,No,Low
6427-FEFIG,Two year,Credit card (automatic),24,DSL,Yes,No,78.6,No,0.01,No,Low
0017-IUDMW,Two year,Credit card (automatic),72,Fiber optic,Yes,Yes,116.8,No,0.0,No,Low
8706-HRADD,Month-to-month,Mailed check,21,DSL,Yes,Yes,43.55,No,0.15,No,Low
9955-QOPOY,One year,Credit card (automatic),69,DSL,No,Yes,60.8,No,0.05,No,Low
4385-ZKVNW,Month-to-month,Bank transfer (automatic),44,DSL,No,Yes,54.9,No,0.07,No,Low
5446-DKWYW,One year,Electronic check,61,DSL,No,No,65.2,No,0.19,No,Low
2034-CGRHZ,Month-to-month,Credit card (automatic),24,Fiber optic,No,No,102.95,Yes,0.81,Yes,Critical
5797-APWZC,Month-to-month,Electronic check,1,Fiber optic,No,No,90.6,Yes,0.99,Yes,Critical
3683-QKIUE,Month-to-month,Bank transfer (automatic),6,DSL,No,Yes,50.8,Yes,0.87,Yes,Critical
4228-ZGYUW,Month-to-month,Electronic check,4,Fiber optic,No,No,90.05,Yes,0.9,Yes,Critical
9031-ZVQPT,Two year,Electronic check,72,Fiber optic,No,Yes,108.2,No,0.01,No,Low
2990-IAJSV,Two year,Bank transfer (automatic),72,DSL,Yes,Yes,92.0,No,0.0,No,Low
8107-KNCIM,Month-to-month,Electronic check,14,Fiber optic,No,No,75.1,No,0.36,No,Medium
9027-YFHQJ,Month-to-month,Bank transfer (automatic),7,No,No internet service,No internet service,25.05,No,0.05,No,Low
5176-LDKUH,One year,Electronic check,48,Fiber optic,No,No,75.15,No,0.05,No,Low
4644-OBGFZ,One year,Mailed check,55,No,No internet service,No internet service,19.5,No,0.0,No,Low
7926-IJOOU,Month-to-month,Credit card (automatic),1,No,No internet service,No internet service,19.3,No,0.02,No,Low
6480-YAGIY,One year,Credit card (automatic),45,Fiber optic,Yes,Yes,112.2,No,0.03,No,Low
4029-HPFVY,Month-to-month,Mailed check,3,Fiber optic,No,No,70.3,No,0.7,Yes,High
